,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
13417,18,270502,7,0,0,20, Private, Never-married, Exec-managerial, Own-child, White, Female, United-States,0
26697,49,165953,9,0,1902,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
3310,36,173804,10,0,0,35, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
3422,40,168936,11,0,0,32, Private, Divorced, Other-service, Not-in-family, White, Female, United-States,0
38731,25,149248,10,0,0,40, State-gov, Never-married, Other-service, Not-in-family, Black, Male, United-States,0
3623,31,247328,5,3137,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,0
32678,23,200967,7,0,0,24, Private, Never-married, Other-service, Not-in-family, White, Female, United-States,0
9587,62,150693,9,0,0,42, Private, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
33948,44,157473,14,0,0,50, Local-gov, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,1
39393,25,197036,10,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
23369,28,249870,15,0,0,50, Private, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States,0
40439,32,90409,10,0,0,20, State-gov, Never-married, Craft-repair, Own-child, White, Male, United-States,0
34845,23,365881,13,0,0,25, Private, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,0
16920,34,318641,13,0,0,45, Private, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,1
1366,49,171301,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, United-States,0
28583,52,203392,10,5013,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
35781,49,198126,4,0,0,40, Private, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,0
608,36,339772,9,0,0,40, Local-gov, Separated, Exec-managerial, Not-in-family, Black, Male, United-States,0
8129,17,111332,7,0,0,20, Private, Never-married, Sales, Own-child, White, Female, United-States,0
35368,36,102729,9,0,0,45, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
11707,62,97017,10,0,0,45, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
46405,34,200401,9,0,0,25, Private, Separated, Transport-moving, Own-child, White, Male, Columbia,0
2012,31,264936,10,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Female, United-States,0
44687,23,197613,13,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
4015,28,356555,10,0,0,48, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
8753,31,374833,2,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, Mexico,0
15074,46,207022,13,7688,0,40, Federal-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
16138,57,142791,4,0,1602,3, Private, Widowed, Sales, Other-relative, White, Female, United-States,0
25570,28,148429,9,2885,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
44653,44,213934,9,2829,0,42, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
39176,56,94156,9,0,0,50, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
39495,45,132847,13,0,0,50, Private, Never-married, Sales, Not-in-family, White, Female, United-States,0
45533,55,219074,10,0,0,55, Local-gov, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States,1
37732,26,201663,14,0,0,40, Private, Never-married, Prof-specialty, Not-in-family, Black, Male, United-States,0
46855,46,204379,13,0,0,37, Private, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
4732,23,260019,4,0,0,36, Private, Never-married, Farming-fishing, Unmarried, Other, Male, Mexico,0
13965,52,138497,13,0,0,45, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
5022,42,108506,9,0,0,60, Private, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States,0
18051,52,380633,3,0,0,40, Private, Widowed, Other-service, Unmarried, White, Female, Mexico,0
13840,34,277314,12,0,1902,50, Private, Married-civ-spouse, Sales, Husband, Black, Male, United-States,1
44808,49,225456,13,0,0,60, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
44379,29,173113,13,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
8952,37,66686,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
19658,24,183751,7,0,0,65, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
20106,52,38795,9,0,0,40, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,1
43469,53,59840,10,0,0,60, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
28758,65,176796,16,0,0,40, Private, Widowed, Prof-specialty, Not-in-family, White, Female, United-States,0
16140,34,188736,9,0,0,20, Private, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female, Columbia,0
14854,32,311764,6,0,0,35, Private, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States,0
30667,48,121424,13,0,0,55, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
31069,26,226196,9,0,0,40, Private, Never-married, Transport-moving, Own-child, White, Male, United-States,0
4255,44,228320,9,0,0,45, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
592,60,39352,4,0,0,48, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,1
47137,35,184685,10,0,0,40, Private, Never-married, Adm-clerical, Other-relative, Black, Female, United-States,0
30126,28,496526,9,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
48547,49,182541,6,0,1485,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
25814,53,194501,7,0,0,47, Private, Widowed, Other-service, Own-child, White, Female, United-States,0
11709,45,320818,10,0,0,40, State-gov, Married-spouse-absent, Other-service, Other-relative, Black, Male, Haiti,0
17523,51,122288,10,0,0,36, Private, Widowed, Machine-op-inspct, Unmarried, White, Female, United-States,0
36884,30,178952,9,0,0,40, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
15366,31,377850,9,0,0,65, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
18252,29,148431,12,7688,0,45, Private, Married-civ-spouse, Sales, Wife, Other, Female, United-States,1
11478,73,161027,3,0,0,20, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
13456,26,483822,4,0,0,40, Private, Never-married, Handlers-cleaners, Unmarried, White, Male, Guatemala,0
7677,44,191893,9,0,0,24, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
28562,31,227146,13,0,0,55, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
895,40,170108,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
42545,48,175468,9,0,0,16, Private, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States,0
18966,45,152752,11,0,0,3, Self-emp-not-inc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
48787,66,190160,15,0,0,20, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
35193,20,143062,9,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
6889,49,31264,9,0,0,35, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
13636,78,212660,7,0,0,10, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
36105,44,185602,11,0,0,40, Private, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
30428,45,188330,13,0,0,60, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
18697,60,148522,10,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States,0
35801,45,86618,14,0,0,50, State-gov, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,1
27404,61,221447,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, Black, Female, United-States,0
37021,34,378723,6,0,0,45, Private, Separated, Exec-managerial, Unmarried, White, Female, United-States,0
37894,58,163150,9,0,0,28, Private, Widowed, Priv-house-serv, Not-in-family, White, Female, United-States,0
23810,43,227734,11,0,0,22, Local-gov, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
6810,55,193568,9,0,0,40, Private, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
15904,42,180985,6,99999,0,40, Local-gov, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
38103,59,298449,10,0,0,43, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
45345,50,341797,12,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, Canada,1
14564,59,69884,15,0,0,50, Private, Married-spouse-absent, Prof-specialty, Unmarried, White, Male, United-States,0
18104,41,190885,9,0,0,40, Private, Divorced, Priv-house-serv, Not-in-family, White, Female, Guatemala,0
19053,27,40295,9,0,0,99, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
35906,44,160919,9,0,0,30, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
28879,43,185129,13,0,0,40, Private, Divorced, Tech-support, Own-child, White, Male, United-States,0
43833,26,58350,13,0,0,50, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
14040,40,219240,9,0,0,22, Federal-gov, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
19480,46,165484,12,0,0,44, Local-gov, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
31382,26,73312,7,0,0,15, Private, Never-married, Machine-op-inspct, Unmarried, White, Female, United-States,0
657,34,106742,9,0,0,45, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
47197,56,100285,10,0,0,45, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
18066,46,33842,10,3103,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
9971,17,168807,4,0,0,45, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
24340,25,187502,9,0,0,24, Private, Never-married, Sales, Own-child, Black, Male, United-States,0
34509,19,29526,9,0,0,32, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
4223,33,145434,7,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
13821,30,176123,6,0,0,40, Private, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, Vietnam,0
19024,27,177057,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
7135,21,99199,9,0,0,32, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
32030,20,344394,10,0,0,30, Private, Never-married, Other-service, Not-in-family, White, Female, United-States,0
13207,54,391016,13,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
31898,47,148995,13,0,2415,60, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
1377,54,449257,9,0,0,40, Private, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
3296,24,54560,9,0,0,45, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
43269,64,104973,9,0,0,45, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
44886,39,312271,10,0,0,60, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
22249,19,139466,10,0,0,25, Private, Never-married, Sales, Own-child, White, Female, United-States,0
36532,54,240358,14,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, Black, Male, Jamaica,0
41244,34,312055,13,0,0,40, Private, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,1
27767,36,150309,11,0,0,40, Local-gov, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, United-States,0
30305,52,95128,10,0,0,50, Private, Divorced, Sales, Not-in-family, White, Male, United-States,0
4769,26,109193,10,0,0,40, State-gov, Never-married, Craft-repair, Not-in-family, White, Female, United-States,0
20599,40,285787,12,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
46198,22,182117,10,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
20401,42,343609,10,0,0,50, Self-emp-not-inc, Separated, Other-service, Unmarried, Black, Female, United-States,0
6919,27,47907,13,0,0,48, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
48537,35,46947,10,0,0,45, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
16199,30,114691,9,0,0,40, Private, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
26281,48,81513,13,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
18168,49,323773,7,0,0,40, Private, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female, United-States,0
46570,33,402848,9,0,0,32, Private, Married-spouse-absent, Adm-clerical, Other-relative, White, Female, United-States,0
19638,34,301591,9,0,0,35, Private, Never-married, Exec-managerial, Unmarried, White, Female, United-States,0
7542,24,33088,7,0,0,40, Private, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
30612,37,126569,9,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
15378,67,105216,10,0,0,16, Private, Widowed, Prof-specialty, Not-in-family, White, Female, United-States,0
7515,29,209934,3,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,0
41579,81,108604,6,0,0,45, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
13867,26,58426,9,0,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
43420,54,162745,9,0,0,55, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
44705,42,248094,9,0,0,50, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
47317,32,29254,10,0,0,50, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
4447,25,191230,10,0,0,40, Private, Never-married, Exec-managerial, Own-child, White, Female, Yugoslavia,0
40595,40,157403,10,0,0,38, Private, Never-married, Craft-repair, Unmarried, White, Male, United-States,0
48024,28,157437,13,4650,0,48, Local-gov, Never-married, Protective-serv, Not-in-family, White, Female, United-States,0
38067,41,153078,9,0,1887,70, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, South,1
20512,44,151089,13,0,1902,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
20856,23,212803,13,0,0,35, Local-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
27045,63,109517,10,0,0,43, Private, Widowed, Adm-clerical, Unmarried, White, Female, United-States,0
32288,21,67804,5,0,0,20, Private, Never-married, Machine-op-inspct, Own-child, Black, Male, United-States,0
